S.No,Sentence,Annotator 1,Annotator 2,IAA,label
2669,"I was thinking moreso Canada, Great Britain, and Israel rather than ""Happyland"" but whatever floats your boat.
",Sarcastic,Sarcastic,Agree,Sarcastic
2670,"You want to explain to me what the age of consent was in 1st century Palestine?
And rejoicing really sounds like fear and intimidation to me. emoticonXRolleyes",Sarcastic,Sarcastic,Agree,Sarcastic
2671,Well if their reasoning hasn't sunk in by now   Anyways I'm pro-choice and pro-death penalty. I do believe in individual responsibility which is why I'm pro-choice for males as well.   What's your argument?,Non-Sarcastic,Sarcastic,Disagree,Unknown
2672,Well you'd know fascist wingnuts for sure. Hitting a meeting tonite?,Sarcastic,Sarcastic,Agree,Sarcastic
2673,"Yes, but if seen from space (something the ancients couldn't do) it LOOKS like it hangs on nothing. Don't worry, I don't mind spelling it out for you.",Sarcastic,Sarcastic,Agree,Sarcastic
2674,"It's clear to me that you are rather desperately in need of facts and direction! 
emoticonXSmilie 
",Sarcastic,Sarcastic,Agree,Sarcastic
2675,I'll assume this is figurative since they do not literally melt.,Sarcastic,Non-Sarcastic,Disagree,Unknown
2676,60% accepting Roe v Wade is a high figure don't you think? More people support abortion then the president.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2677,"i noticed..., you got a public apology. i'm impressed ;)",Sarcastic,Sarcastic,Agree,Sarcastic
2678,"You must be assuming that the entire story is true. Again, how can anyone possibly answer this?",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2679,Uh...yeah? Is there some other way than evolution this can happen? Evolution encompasses speciation which results from evolution taking different paths when populations are separated by some factor in their environment or geographically.   Are you saying you believe that the species have all somehow resulted from a common genome yet at the same time rejecting evolution as an explanation?,Sarcastic,Non-Sarcastic,Disagree,Unknown
2680,oh really? anybody can say that they are a always a guest on here and then all of a sudden come . nice try for an excuse.,Sarcastic,Sarcastic,Agree,Sarcastic
2681,"They didn't. Simple as that.Now, let's look at the post you keep quoting (although it has already been addressed by others).First one, Job 40: 15-24, seems to describe a Hippo (possibly an elephant).As to the second one, please show me a fire breathing dinosaur and you'll be in business with your claim that they described dinosaurs. Otherwise, there'll be quite a bit of mocking and scoffing at their claim of fire-breathing creatures.Aside from the fire breathing thing, it sort of sounds like the Nile Crocodile or something of the sort.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2682,OH get off it!!!! How many times have we seen the argument from your side that gay marriage would increase the incidence of AIDS?,Sarcastic,Non-Sarcastic,Disagree,Unknown
2683,"Just curious, is it beyond you to make a post that includes common sense and logic? I'm thinking it is since all of you posts seem to be based on rhetoric and emotion. Three paragraphs and all of them contain a falsehood/ lie, congrats your batting 1.000.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2684,** so i don't like your lies and deliberate distortions. do i have to admire your mendacity? live with the fact that my opinion of your personal integrity is so low that i'd rather ignore you completely from now on.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2685,"If you thought I was agreeing with JPSarte on that, apparently YOU have a problem reading my posts.
My original statement on the matter: ""let's not assume SCOTUS wouldn't take it on. They've proven numerous times that they are willing to take on cases that are deemed controversial."" (read carefully now)",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2686,"Odd. I can't seem to find any racial slurs or racist ideology in those sentences. In fact, I don't see any race or races in general even mentioned. You're just one of those people who thinks you can win a discussion by accusing your opponents of being racist. Sorry simone, but in the real world, people can disagree with your leftist views (which are barely existent) without being racist.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2687,"oh yeah! i remember you man! welcome back. oh, thethinker may be gone but there's a few whack-jobs who have taken his place.",Sarcastic,Sarcastic,Agree,Sarcastic
2688,"so no one thinks we are headed for a collapse of society as we know it? historically, great, well-run and governed empires always collapsed after a time, usually from corruption from within (most likely for us if it happened), or outside conquest. are we the new golden-age? -mach",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2689,"These ""infants"" do. My mother could have aborted me and she chose to have me.   And if the state decides to keep abortion legal? Then you don't care if these ""gifts from God"" have a chance or not?",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2690,"oh yeah..., how long does it take to walk from one end of the country to the other? ;)",Sarcastic,Sarcastic,Agree,Sarcastic
2691,your dispute seems like a very uneducated answer. does the wink mean that you're joking?,Sarcastic,Non-Sarcastic,Disagree,Unknown
2692,But you know that this is not what I was saying: We have a basis for comparison.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2693,I believe it is merely all known living species against those known by the fossil record and extinct. There are undoubtedly more extinct species that we are unaware of than living ones.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2694,"i'm not playing word games. you said congress doesn't have the power to declare war; how else am i supposed to read that? you meant congress doesn't run the war...you clarified, end of story.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2695,"ER, you're doing the God complex again. Sandra Fluke might not even use birth control because she may very well be celibate. Only God ... and ER who thinks he's God ... know.",Sarcastic,Sarcastic,Agree,Sarcastic
2696,"Just some interesting information I learned when we went caving a couple years ago (a real cave, not one of the commercialized ones). Bats actually have better eyesite than humans, but even they can't see in pitch black. No eye can.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2697,"If substantial shouldn't be a percentage, how should it be quantified? How would you determine whether or not their prop 8 efforts were a substantial portion of their activities? And yes, as the law is currently written, it does matter how large the church is. I would suggest that those that don't like it lobby to get it changed.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2698,"Then you have amnesia, because you are samiinh, and your posting style and trolling content is solid evidence of that.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2699,"perhaps you should smoke a lot less crack? funny isn't it how the people who say that invariably want a larger government? btw adam smith, aka 'miguel sanchez', is a prominent mexican free market economist and spiritual leader of the latino pride movement, with suspected ties to people smuggling and drug trafficking operations along the californian border. his magnum opus the wealth of mexicans details an insidious plot to bring down racial equality through free market principles, estabilishing a millenium of full spectrum mexican dominance of the american financial, legal and industrial systems. the only barrier to his evil plot? patriotic americans who understand the benefits of government control in all aspects of their lives. i'm surprised someone as educated on such a diverse array of issues as yourself hasn't come across him.",Sarcastic,Sarcastic,Agree,Sarcastic
2700,"This assumes brain-dead is a logical choice to consider one dead. Even so, it proves nothing about when life begins. What says they have to be the same? This is a classic example of a conclusion not following from the premise.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2701,"If a square is opposite to a circle (and it isn't, by the way), then gas/liquid/solid must be opposites therefore you contain opposites (by your own argument), in that you contain elements that are in these 'opposite' states. It's an argument I raised before, you said they weren't opposites, now you cite non-opposites! Why do you keep refuting previous arguments they YOU have made?",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2702,"Are you saying that without emotional investment in not believing in evolution, evolution makes sense?",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2703,"We're laughing even harder. We don't go to church because of people like you and we're not religious and would rather spend the day ""sinning"" than worshipping something we don't believe in. 
Guess you forgot how God said ""Love thy neighbor""",Sarcastic,Sarcastic,Agree,Sarcastic
2704,"Fossils are evidence, not theory. They can be used in the construction of any theory, including creationism. Whether this is 'just' or not, is another issue. I point this out as many seem confused about evidence, and think that it just points to something without interpretation",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2705,"Ouch jyoshu...you are hitting them outta the park today.
 
 Exactly, it sounds nice but it certainly isn't the only moral rule and it certainly doesn't mean one follows it. I'd say selfishness is probably the underlying value in many cases.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2706,"Because you asked me to quote your lies. I did. Not only can you not find whichever source you claim speaks of birds' infrared vision, you apparently can't find any source that does so. Despite this, you've been whining about how visible and UV camouflage must be moot because of birds IR vision.   And to top it off, rather than admit to your mistaken memory, you're blaming the imaginary source:",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2707,"Well then quit trolling, and start debunking the BS by providing links to cases that were solved by having a gun registry in place.",Non-Sarcastic,Sarcastic,Disagree,Unknown
2708,"Well, Satan was invented to explain why there is evil in the world.. the dualism. He was adopted by the Hebrews under the influence of Persia. However, in the Jewish religion, Satan is not this incredilbly evil being out to corrupt souls, but rather just an angel (who had no free will), whose job it was to provide for bad choices so that people may choose GOOD ,and thus live more sanctified lives by their own actions.",Non-Sarcastic,Sarcastic,Disagree,Unknown
2709,"quote: originally posted by doc jones  i don't have to 'guess again'. i posted barrett's letters and they haven't changed.  did you read the letters? he excluded kalifornia, not border states for their banning the .50 cal. in your state. prove ronnie barrett is selling or repairing leo .50 calibers in kalifornia. with such assuredness, surely you have evidence to back up that mockingbird mouth? :)",Sarcastic,Non-Sarcastic,Disagree,Unknown
2710,"PROJECTION, again.... I'm amazed you can't recognise the amount you do it.... ",Sarcastic,Sarcastic,Agree,Sarcastic
2711,That is the only purpose it was created for. One must wonder if BS can have several uses to man and ID has but one which is the more valuable?,Non-Sarcastic,Sarcastic,Disagree,Unknown
2712,"Oh deary me, no. Where do I even start?  The bacteria and enzymes in your gut and intestinal tract that digest food are every bit as microscopic, and they thrive on specific compounds, not elements. Sugars and fats are plain old carbon, hydrogen and oxy",Sarcastic,Sarcastic,Agree,Sarcastic
2713,"So, faith and argument from incredulity. If you find it impossible please state exactly what part is impossible. Then maybe an actual scientist could take over.Major in molecular biology? Not even a full degree; not like your going to doing anything original.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2714,"You'd have to drown a few puppies too. Kittens might do, but you might fall a little short.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2715,"darling, i'm in the 10th year of my committed relationship. and since i haven't seen anything approaching his perfection, i think not. but thank you, though. i asked the question because enquiring minds want to know...if you have a 'hair stylist', ifn you not gay, then you metro. you don't want the label, then don't divulge that bit of info.",Sarcastic,Sarcastic,Agree,Sarcastic
2716,"I made contact with God once, but the acid wore off....
",Sarcastic,Non-Sarcastic,Disagree,Unknown
2717,"So newborn babies only have no Christian beliefs because Satan has removed them?   My position would be that the 'natural' (read:before external influences) state of a person is atheism, for the same reason that you 'naturally' have no belief in gremlins. People aren't born with beliefs, they are naturalised into them - whatever that belief may be.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2718,If you dont believe that muslims love life they will cut your head right off! Its an easy choice if you ask me.,Sarcastic,Sarcastic,Agree,Sarcastic
2719,So you're a perfect clone of one your parents with zero copying errors? Amazing.,Sarcastic,Sarcastic,Agree,Sarcastic
2720,You yourself said you don't even know what the gun laws in California are. Yet you're saying there you believe they have legitimate tests?,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2721,"Did you notice the word ""tend"" in there?
 
 Humans (in general) are actually very careful about protecting their young. Many organisms just produce a few thousand offspring and leave. Obviously, all of those offspring cannot survive.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2722,"and what are the choices of the so called 'pro-life' people? suffer through a rape or incest induced pregnancy, die from pregnancy complications without a chance of terminating it, or force women who took proper precautions which failed to go through an unwanted pregnancy while likely losing her job, scholarships, any chance at life, etc. some great choices there emoticonxrolleyes i'd swear the whole group of them have an underlying misogynistic syndrome.",Sarcastic,Sarcastic,Agree,Sarcastic
2723,And i dont really believe in god because he has shown us NO compelling evidence of his existance.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2724,"And once it has begun, which would you rather have?",Non-Sarcastic,Sarcastic,Disagree,Unknown
2725,"oh yes they do i am being denied my rights under the 14th amendment by the state of michigan currently with the state of michigan refusing to acknowledge my iowa marriage licence, while acknowledging other iowa marriage licenses.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2726,"The maintenance of the integrity of the code is not dependent on selection, but dependent on internal variables (feedback system) for maintaining functional integrity. Again, showing another form of optimality.In article 10:Fascinating research was conducted whereby a sundry of different unnatural amino acids with novel three and four base codons have been selectively incorporated (engineered) into proteins yielding viable organisms.An intriguing question arises from this research. It is easy to imagine these to arise through chance and selection (e.g. amino acids with photoaffinity) and then be incorporated into the standard code. Yet the code seems to remain stagnant. For billions of year after fixation, little evolution happened in the code. Why? Did it arrive at a global optimum in a pre-existing fitness landscape, with a pre-existing fitness function?Finally, Article 11:The article cites many of the optimal properties above and concludes:",Non-Sarcastic,Sarcastic,Disagree,Unknown
2727,"Well since Bush took office the mantra has bee ""Local Control"" has it not. Apparently the people of your state want whats happening. Local control in action. Rejoice in your victory.",Sarcastic,Sarcastic,Agree,Sarcastic
2728,"Someone once said that the poor would always be with us. 
I'll keep in mind that your core beliefs include the notion that what the poor really need is a hard day's work. You're a prophet I tell ya!",Sarcastic,Non-Sarcastic,Disagree,Unknown
2729," I know a bit about this myself.  However the difference is that I was allowed to carry a gun under the reasonable man statute. An Armed person truly cannot be bullied! The old saying is. God created man and Samuel Colt made them equal! Old, disabled, female and all, are on an equal footing with these vicious predators!",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2730,i'm surprised theodore roosevelt hasn't come back to kick some major @$$. how many other presidents to you know that got shot and still delivered their speech before going to the hospital? if andrew jackson were still around he'd literally be beating these anti-gun fanatics over the head with his hickory cane. you don't get much more serious than a president who said one of this greatest regrets was not killing his own vice president when he had the chance.,Non-Sarcastic,Sarcastic,Disagree,Unknown
2731,"I guess the guys that fought and beat the mighty British Empire and that founded the country that you live in were cowards.
It's truly amazing to see that someone who loathes Bush can't see the connection between the 2nd amendment and protection against dictatorship.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2732,The anti-abortionists claim that would be killing a human life to save one.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2733,i love how you managed to make a counter-troll sound like a serious reply :),Sarcastic,Sarcastic,Agree,Sarcastic
2734,"you ever see those plympton cartoons? where someone's head blows up like a balloon, and their eyes pop out, and then their head collapses in on itself until it looks like a burnt match stick? that's what your post just did to me. it was a fascinating mental experience; so thanks for that, anyway.",Sarcastic,Sarcastic,Agree,Sarcastic
2735,"Well by the Flood, I assume you are refering to the description given in Genesis?  Fossils we find today have been attributed to a remarkable variety of environmental settings that allowed them to be preserved. Also, you seem to be refering to the prese",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2736,And I maintain that your belief is dangerous to America and people like you should be deported to less civilized countries so you can truly appreciate what you had.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2737,Your adversaries appreciate it greatly. Which part of the parades do you suppose they focus on to demonize you?,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2738,"Well, there is a little more to it than that, but agreed.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2739,"The culprit is menopausal hotflashes from us aging boomers.   More ppl and animals die worldwide from exposure to cold than heat, plus added C02 will be boon for flora.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2740,"i'm kind of amused by the idea that the king james version is the most accurate, there are a lot of fairly well documented flaws, like the introduction of unicorns into the old testament. you also seem to imply that modern translations were dreamed up by a couple of drunken biblical scholars with nothing better to do on a friday evening, whereas most are at least as rigorously researched as the kjv, and often with a greater number of sources available.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2741,But the sea and sky are the same regardless. I would say the sailor conceives the information with language. He infers the information with language.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2742,"There are no objective reasons to condemn gays. Marriage is not a matter of state and so it is meaningless to argue whether a state should recognize it.My advocating of perfect liberty allows no contradictions or exceptions, believe me I have lost alot of support from conservatives for this, perhaps even gays if one really applied it to all extremes.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2743,"Well, kind of a boring thread, since everyone agrees, but since I'm new here, I may as well weigh in. Hubby and I have three grown kids and one teen. The grown ones all got the same going-to-college gifts. They got a safe car, a laptop, an emergency credit card, and a personal firearm. I felt this especially important for our daughters.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2744,There ya go again kronus. You can't refute my argument so you resort to insulting me. emoticonXFrazzled Thanks for being so consistent. emoticonXGood,Non-Sarcastic,Sarcastic,Disagree,Unknown
2745,"To the exclusion of all others? I thought you were working for acceptance and inclusion. You are the only one allowed to ""exclude?"" ",Non-Sarcastic,Sarcastic,Disagree,Unknown
2746,"yea man Canada is in God's sights right now... and has been for 5 years.
Denmark is totally fked. 21 years! God is pssed.",Sarcastic,Sarcastic,Agree,Sarcastic
2747,"What possibly makes you think I'm an anti-Christian? All I've done is opposed your attacks on Islam based on the beliefs of some Muslims: in fact, in doing so I'm implicitly defending your religion from tencommandments.com and the like.As for Beale: He IS a Christian.Sheesh, whenever you disagree with someone round here they assume you're diametrically opposed to them. Simone thinks I'm a reincarnation of the Church Fathers and need to return to my cathedral. You think I'm some sort of hardline atheist, or worse, Muslim.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2748,wow! i am soooooooo amazed by your come back skills... another epic fail!,Sarcastic,Sarcastic,Agree,Sarcastic
2749,Do you have something-other then words from a dusty old book of myth to offer as an explanation?,Non-Sarcastic,Sarcastic,Disagree,Unknown
2750,"can you deny anything i said with any accuracy? i posted the actual form 990. i can post it for the ada as well. you are talking to an accountant that deals only with government, non-profit, and charities all the time. good luck trying to convince me you are right and i'm not.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2751,"There is never a question of ""killing people"" in such circumstances, it a matter of deciding if treatment should be withdrawn and thus allow them to die, i.e. where there is no possibility of any sort of a recovery.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2752,"And yet that is not the case. There are those who believe, on moral grounds, that what Hitler did was the right thing to do.
 
 An absolute morality requires absolute consensus, and there isn't any.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2753,"Then why doesn't He answer prayers like He says He will in the Bible?   So is Jesus, aka God, a liar?   Or was not even one of the millions of believers who prayed for Terri Schiavo's life to be saved really God's child? Gee, I wonder how many people out there are being led by a pastor, priest, or what have you, that prayed but God didn't listen because that religious leader is a fraud? Hmmm, maybe the rape or molestation of young boys, adulty, and so on, by religious leaders is more widespread than anyone could have imagined?!?!?!",Non-Sarcastic,Sarcastic,Disagree,Unknown
2754,"I'm sure Jebbo has no alterior motive in this at all emoticonXClown 
No, really he doesn'temoticonXConfused 
Honestly emoticonXDonno 
Please stop smirking emoticonXBye",Sarcastic,Sarcastic,Agree,Sarcastic
2755,"You know what, since simple contradiction without reason while ignoring any responses seems to be good enough for you evolutionist I will simply save my words.
 
 Evolution does not explain the advancement of life.
 
 OHH AHH, beat that one.",Sarcastic,Sarcastic,Agree,Sarcastic
2756,Well it doesn't go against the US constitution...Does it go against the California constitution? I haven't seen much credible evidence for this..then again I don't know much about the California constitution. Do you?,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2757,"'Life threatening condition that is always physically harmful""? What a giant load of steamy BS. Rarely is pregnancy physically harmful and even rarer is it life threatening. There are over 6 Billion people on this earth today. If motherhood was so damn dangerous, don't you think the population would be a lot lower, even if it was just due to mothers keeling over after giving birth? Where do you get this BS from, Planned Parenthood?",Non-Sarcastic,Sarcastic,Disagree,Unknown
2758,"You can try and deny the facts all you like. Here they are from the CDC for 2003, go spin them.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2759,"considering the dumbocrats have held the house (which initiates spending bills) for most of that time, then you have nothing but more hot air. oh yes he does. he'll let them get the bomb, knowing they want to wipe out israel. not very bright of him. is he an anti-semite?",Non-Sarcastic,Sarcastic,Disagree,Unknown
2760,"Having human DNA does not necessarily make one a human being. Transgenic animals can have human DNA, does that make them human beings.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2761,"And to think we almost had cure for cancer, just vanquish the damonic spirits.",Non-Sarcastic,Sarcastic,Disagree,Unknown
2762,"""Black Walnut...""?
What we have in the White House is an admitted crack smoking pothead. You like that, though, I know.",Sarcastic,Sarcastic,Agree,Sarcastic
2763,"i'm surprised no one has mentioned the subject of quantum mechanics in this thread. it seems to be a very good example of the concept, instead of perhaps parallel lines. the fact that things can exhibit mutually incompatible properties of either a particle or a wave depending on how we observe them is incomprehensible, yet certainly reality, no? and i think this is just one example of the apparent incomprehensibility of qm . . .",Sarcastic,Non-Sarcastic,Disagree,Unknown
2764,So what are some examples of restrictive gun laws in South Africa? The people in South Africa think their gun laws are not strict enough.  In one of your previous posts you seem determined to use South Africa as evidence that outlawing guns doesn't work.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2765,Do you actually have any idea how science works? Why are you not embarrassed for creationism?,Sarcastic,Sarcastic,Agree,Sarcastic
2766,The egg is now a conscious human? In under 72-hours? Wow.,Non-Sarcastic,Sarcastic,Disagree,Unknown
2767,"Did you notice how what I was responding to was said? I didn't think so. Your tunnel vision is showing again. 
",Sarcastic,Sarcastic,Agree,Sarcastic
2768,"It won't. I'd think any responsible parent with a teen under the age of 18 who has a sound relationship with that teen would discuss the possibility of her becoming sexually active (a normal function in spite of some puritan attitudes) and offer simple avoidance of possible pregnancy and abortion. Like vehicle insurance she may never need it, but going without either one is plain stupid.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2769,"since we're at war with radical islam and they have attacked our homeland once already and have promised a repeat performance. it is ludicrous, irresponsible and suicidal to consider that investigating people of islamic descent before allowing them entry to be a discriminatory policy. especially since terrorists don't fight like men but are committed only to hit and die/run sneak attacks. but i'm not surprised that you're blinded by political correctness when you should be concerned about your families security. emoticonxrolleyes",Non-Sarcastic,Sarcastic,Disagree,Unknown
2770,"back to the blame us first, are we? stick to terrorist-supporting iran today. and even if we did, two wrongs still don't make a right.",Non-Sarcastic,Sarcastic,Disagree,Unknown
2771,"Sounds like the same skeptic argument above. I don't know about you Nu Leader, but when I'm certain my mind exists. Are you not certain? You are actually required to be, to deny you exist would require existence, and that would be logically contradictory.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2772,And you're a poor replacement for that koolaid-drinking Seer Travis.,Sarcastic,Sarcastic,Agree,Sarcastic
2773,I see. So you can't give an example of a dinosaur being dated with carbon 14. None of us thought you could.,Sarcastic,Sarcastic,Agree,Sarcastic
2774,"Well, again, the best resource I could think of is wikipedia, just do a few searches there (I suggest starting with ""Human evolution"") and I'm sure most of your questions will be answered. Bear in mind though that even this will only give you a basic overview. If you really want to go in depth, take a college course on evolution. Another good site would be TalkOrigins Archive: Exploring the Creation/Evolution Controversy",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2775,"And you've never hesitated to make it sound like we want to do away with law, when in fact, we're just pointing out that criminals won't follow them if they're passed.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2776,"Sorry but I don't read your posts, do you think I worship your word or something?
",Sarcastic,Sarcastic,Agree,Sarcastic
2777,"You can take a horse to water. I provided evidence to support my assertion. You provided ............ ""Oh no it isn't!""",Sarcastic,Sarcastic,Agree,Sarcastic
2778,Actually the bible is silent concerning abortion which is odd considering it was highly outlawed by surrounding nations.The bible is very clear concerning the value of a fetus as opposed to an actual soulish being(mother) though.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2779,"So lemme get this straight. Terrorist agents, who have access to missile launchers, grenades, grenade launchers, heavy machine guns, and anti-aircraft cannons, all of which come from all other nations in the world...are going through the hassle of coming to America, procuring forged documentation, and buying civilian legal firearms that no army in the world has ever adopted as their main battle weapons?   Did you eat lead paint as a kid? Because nobody in full possession of their mental facilities could possibly believe this.",Sarcastic,Sarcastic,Agree,Sarcastic
2780,"we could make this a little contest i suppose and see who gets the most right. for the primary categories anyway. picture, acting, directing, writing, any others? also definitely say what you think will, and what you think should.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2781,"really??! it's stated, very clearly in the creeds. i'm somewhat surprised by this.",Non-Sarcastic,Sarcastic,Disagree,Unknown
2782,"Don't you think this would fit the 'Creationism is nothing but lie's thread a bit better? Although I notice The Skeptic making disparaging remarks about your examples, it seems he attacks you more than deal with the well documented   examples you have.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2783,"Actually, I pulled the number out of the air for illustrative purposes only, but after reading the CBO report, I see that I wasn't far off. They predicted 600,000 gay couples would want to get married it allowed.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2784,"reckon you'll get an education in time that turning your back on jesus christ wasn't one of your better moves. there's still time to come to your senses, though.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2785,"Apart from the 'horizontally instead of vertically' part which I didn't understand - we're a hundred or so years too late, unfortunately. You might as well ask for an example of a book or website on cosmology that 'admits' the sun may just be a big ball of fire pushed by a scarab beetle, and not a nuclear furnace about which the earth orbits. There comes a point where continuing to seriously 'consider' a viewpoint becomes a waste of time and resources, because sufficient testing has been done and evidence recovered to discount it. We may one day encounter evidence that completely overturns the whole applecart, but so far it hasn't happened.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2786,"NOPE! THE RIGHTS OF THE PEOPLE ARE RETAINED BY THE PEOPLE.
This is really difficult for you isn't it?",Sarcastic,Sarcastic,Agree,Sarcastic
2787,I don't find it surprising. It's probably a strategic sacrifice on their part rather than a change in their personal views . They don't want to lose votes and possible support from gun owners for their priorities like health care reform because of a difference of opinion on gun control policy. They know that the Republicans are going to hit them with everything they've got during election time and exaggerated accusations about the Democrats wanting to take away people's guns would hurt them. The Republicans learned during the Clinton years that creating as much as paranoia as possible about the Democrats supporting big government is the way to regain a majority in Congress. It's all politics.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2788,"As Arthur Jones described in the copy/paste in my first post, there are benefits. You have not addressed what it said.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2789,"You mean you've spent your good, hard-earned money on his revisionist follies? ROTFLOL!! You could have had a six pack to really make your day.",Sarcastic,Sarcastic,Agree,Sarcastic
2790,"I believe that you forgot a ""smiley"" after that statement. Otherwise, we would have to assume that you swim in the shallow end of the pool. :)",Sarcastic,Sarcastic,Agree,Sarcastic
2791,"I'm not trying to participate in gang debate, but well..The population of ""people with heart trouble"" would only be in jeopardy if the heart trouble made it more difficult to reproduce. If reproduction is not hindered then there is much less chance of dying off.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2792,"a majority of the planet believes in a higher power, so i allready have the majority agreement on this. how about you come up with a test to see if god doesnt exist... well? i'm waiting.",Sarcastic,Non-Sarcastic,Disagree,Unknown
2793,Really? I suspect that you have been duped by creationist ministers. There is no hype about Miller/Urey. It was an interesting experiment that demonstrated possibilities.,Sarcastic,Non-Sarcastic,Disagree,Unknown
2794,"I wasn't aware that Hitler drafted women. emoticonXConfused
On second thought, I doubt he did. Otherwise, there would have been more color displayed by the ""brown shirts"" ;)",Non-Sarcastic,Sarcastic,Disagree,Unknown
2795,"You ever get the impression that WW isn't actually a person, but one of those bots that is designed to participate in conversation in ways vaguely resembling one, but lacking the essential characteristics of diversity of response and the ability to follow an argument?",Non-Sarcastic,Sarcastic,Disagree,Unknown
2796,No minor should be able to consent to medical care without permission from their parents or emancipation from a judge.,Sarcastic,Non-Sarcastic,Disagree,Unknown
2797,You'll never have that problem comic relief. You'll always be young mentally.,Sarcastic,Sarcastic,Agree,Sarcastic
2798,"For years I've tried to get one of our resident gay members to debate me on that fact. To date, no takers. Want to step up?",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
2799,"I can't believe that you would attempt to make such an insane assertion. Clearly, God was speaking about homosexual sex, but I'm not surprised that you left out the most unambiguous scriptural references. emoticonXRolleyes",Sarcastic,Sarcastic,Agree,Sarcastic
2800,Not the best school system there although the Mayor has a nice car I hear emoticonXClown,Non-Sarcastic,Sarcastic,Disagree,Unknown
2801,"Well, that's your own strong bias speaking. Many of the courts and scholars have disagreed with you.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
